,Sample ID,Lab code,Sampling date,Sample_location,Street No.,Vendor No.,edge_case,Stall_corrected,Stall_corrected_merged,Sample type,Sample information,SARS-CoV-2 qPCR result,Latitude,Longitude,Stall_corrected_latitude,Stall_corrected_longitude,Stall_merged_latitude,Stall_merged_longitude
188,Env_0045,A45,01/01/2020,West,7,30-32,,West|7|30-32,West|7|30-32,Environmental swab,Surface of the door,Negative,30.619602,114.256444,30.619602,114.256444,30.619602,114.256444
189,Env_0046,A46,01/01/2020,West,7,30-32,,West|7|30-32,West|7|30-32,Environmental swab,Ground,Negative,30.619602,114.256444,30.619602,114.256444,30.619602,114.256444
190,Env_0047,A47,01/01/2020,West,7,30-32,,West|7|30-32,West|7|30-32,Environmental swab,Towel on floor,Negative,30.619602,114.256444,30.619602,114.256444,30.619602,114.256444
642,Env_0453,G37,01/01/2020,West,7,30-32,,West|7|30-32,West|7|30-32,Environmental swab,Filter,Negative,30.619602,114.256444,30.619602,114.256444,30.619602,114.256444
186,Env_0043,A43,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Surface of the door,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
187,Env_0044,A44,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Ground,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
615,Env_0428,G12,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Surface of basket,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
616,Env_0429,G13,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Surface of basket,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
617,Env_0430,G14,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Wall,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
618,Env_0431,G15,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Scale,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
619,Env_0432,G16,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Water in pool,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
620,Env_0433,G17,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Inner surface of trush cans,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
641,Env_0452,G36,01/01/2020,West,7,31-33,,West|7|31-33,West|7|31-33,Environmental swab,Filter,Negative,30.619542,114.25643,30.619542,114.25643,30.619542,114.25643
184,Env_0041,A41,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Surface of the door,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
185,Env_0042,A42,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Ground,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
621,Env_0434,G18,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Scale,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
622,Env_0435,G19,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Wall,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
624,Env_0436,G20,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Inner surface of foam box,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
625,Env_0437,G21,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Inner surface of white basket,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
626,Env_0438,G22,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Drainage outlet,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
627,Env_0439,G23,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Bucket,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
643,Env_0454,G38,01/01/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Filter,Negative,30.619591,114.256401,30.619591,114.256401,30.619591,114.256401
177,Env_0035,A35,01/01/2020,West,7,35-37,,West|7|35-37,West|7|35-37,Environmental swab,Surface of the door,Negative,30.619527,114.256373,30.619527,114.256373,30.619527,114.256373
178,Env_0036,A36,01/01/2020,West,7,35-37,,West|7|35-37,West|7|35-37,Environmental swab,Ground,Negative,30.619527,114.256373,30.619527,114.256373,30.619527,114.256373
628,Env_0440,G24,01/01/2020,West,7,35-37,,West|7|35-37,West|7|35-37,Environmental swab,Scale,Negative,30.619527,114.256373,30.619527,114.256373,30.619527,114.256373
629,Env_0441,G25,01/01/2020,West,7,35-37,,West|7|35-37,West|7|35-37,Environmental swab,Surface of cart,Negative,30.619527,114.256373,30.619527,114.256373,30.619527,114.256373
630,Env_0442,G26,01/01/2020,West,7,35-37,,West|7|35-37,West|7|35-37,Environmental swab,Surface of Vegetable,Negative,30.619527,114.256373,30.619527,114.256373,30.619527,114.256373
631,Env_0443,G27,01/01/2020,West,7,35-37,,West|7|35-37,West|7|35-37,Environmental swab,Surface of lift,Negative,30.619527,114.256373,30.619527,114.256373,30.619527,114.256373
632,Env_0444,G28,01/01/2020,West,7,35-37,,West|7|35-37,West|7|35-37,Environmental swab,Ground,Negative,30.619527,114.256373,30.619527,114.256373,30.619527,114.256373
181,Env_0039,A39,01/01/2020,West,7,36,,West|7|36,West|7|36,Environmental swab,Surface of the door,Negative,30.619585,114.256372,30.619585,114.256372,30.619585,114.256372
183,Env_0040,A40,01/01/2020,West,7,36,,West|7|36,West|7|36,Environmental swab,Ground,Negative,30.619585,114.256372,30.619585,114.256372,30.619585,114.256372
179,Env_0037,A37,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Surface of the door,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
180,Env_0038,A38,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Ground,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
633,Env_0445,G29,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Cart,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
635,Env_0446,G30,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Surface of lift,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
636,Env_0447,G31,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Ground,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
637,Env_0448,G32,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Drainage outlet,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
638,Env_0449,G33,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Water in pool,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
639,Env_0450,G34,01/01/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Water in pool,Negative,30.619578,114.256344,30.619578,114.256344,30.619578,114.256344
164,Env_0023,A23,01/01/2020,West,7,5-7,,West|7|5-7,West|7|5-7,Environmental swab,Surface of packing bag,Negative,30.619648,114.256867,30.619648,114.256867,30.619648,114.256867
165,Env_0024,A24,01/01/2020,West,7,5-7,,West|7|5-7,West|7|5-7,Environmental swab,Wall,Negative,30.619648,114.256867,30.619648,114.256867,30.619648,114.256867
166,Env_0025,A25,01/01/2020,West,7,5-7,,West|7|5-7,West|7|5-7,Environmental swab,Scale,Negative,30.619648,114.256867,30.619648,114.256867,30.619648,114.256867
167,Env_0026,A26,01/01/2020,West,7,5-7,,West|7|5-7,West|7|5-7,Environmental swab,Surface of the door,Negative,30.619648,114.256867,30.619648,114.256867,30.619648,114.256867
168,Env_0027,A27,01/01/2020,West,7,5-7,,West|7|5-7,West|7|5-7,Environmental swab,Basket (beer),Negative,30.619648,114.256867,30.619648,114.256867,30.619648,114.256867
216,Env_0070,A70,01/01/2020,West,7,9,,West|7|9,West|7|9,Environmental swab,Surface of the door,Negative,30.619636,114.256823,30.619636,114.256823,30.619636,114.256823
217,Env_0071,A71,01/01/2020,West,7,9,,West|7|9,West|7|9,Environmental swab,Ground,Negative,30.619636,114.256823,30.619636,114.256823,30.619636,114.256823
175,Env_0033,A33,01/01/2020,West,7,,,West|7|NA,West|7|NA,Environmental swab,Garbage cart,Positive,30.619612,114.256615,,,,
176,Env_0034,A34,01/01/2020,West,7,,,West|7|NA,West|7|NA,Environmental swab,Garbage vehicle,Negative,30.619613,114.256615,,,,
231,Env_0084,A84,01/01/2020,West,7,X1-X3,,West|7|X1-X3,West|7|X1-X3-X5,Environmental swab,Cashier desk,Negative,30.61968,114.257011,30.61968,114.257011,30.6196772,114.2569998
232,Env_0085,A85,01/01/2020,West,7,X1-X3,,West|7|X1-X3,West|7|X1-X3-X5,Environmental swab,Ground,Negative,30.61968,114.257011,30.61968,114.257011,30.6196772,114.2569998
233,Env_0086,A86,01/01/2020,West,7,X1-X3,,West|7|X1-X3,West|7|X1-X3-X5,Environmental swab,Surface of the door,Negative,30.61968,114.257011,30.61968,114.257011,30.6196772,114.2569998
229,Env_0082,A82,01/01/2020,West,7,X2-X4,,West|7|X2-X4,West|7|X2-X4,Environmental swab,Surface of the door,Negative,30.619732,114.256997,30.619732,114.256997,30.619732,114.256997
230,Env_0083,A83,01/01/2020,West,7,X2-X4,,West|7|X2-X4,West|7|X2-X4,Environmental swab,Ground,Negative,30.619732,114.256997,30.619732,114.256997,30.619732,114.256997
227,Env_0080,A80,01/01/2020,West,7,X3-X5,,West|7|X3-X5,West|7|X1-X3-X5,Environmental swab,Surface of the door,Negative,30.619673,114.256983,30.619673,114.256983,30.6196772,114.2569998
228,Env_0081,A81,01/01/2020,West,7,X3-X5,,West|7|X3-X5,West|7|X1-X3-X5,Environmental swab,Ground,Negative,30.619673,114.256983,30.619673,114.256983,30.6196772,114.2569998
224,Env_0078,A78,01/01/2020,West,7,X4-X6,,West|7|X4-X6,West|7|X4-X6,Environmental swab,Surface of the door,Negative,30.619726,114.256968,30.619726,114.256968,30.619726,114.256968
225,Env_0079,A79,01/01/2020,West,7,X4-X6,,West|7|X4-X6,West|7|X4-X6,Environmental swab,Ground,Negative,30.619726,114.256968,30.619726,114.256968,30.619726,114.256968
703,Env_0508,G92,01/01/2020,West,8,19-21-23,,West|8|19-21-23,West|8|19-21-23,Environmental swab,Chopping block and Knief,Negative,30.619674,114.256629,30.6196735,114.256629,30.6196735,114.256629
704,Env_0509,G93,01/01/2020,West,8,19-21-23,,West|8|19-21-23,West|8|19-21-23,Environmental swab,Sewage,Positive,30.619673,114.256629,30.6196735,114.256629,30.6196735,114.256629
705,Env_0510,G94,01/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground,Negative,30.619643,114.256508,30.619643,114.256508,30.619643,114.256508
706,Env_0511,G95,01/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Knier,Negative,30.619643,114.256508,30.619643,114.256508,30.619643,114.256508
707,Env_0512,G96,01/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Scale,Negative,30.619643,114.256508,30.619643,114.256508,30.619643,114.256508
708,Env_0513,G97,01/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Table top,Negative,30.619643,114.256508,30.619643,114.256508,30.619643,114.256508
709,Env_0514,G98,01/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Negative,30.619643,114.256508,30.619643,114.256508,30.619643,114.256508
710,Env_0515,G99,01/01/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Drainage outlet,Negative,30.619643,114.256508,30.619643,114.256508,30.619643,114.256508
646,Env_0456,G40,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Inner surface of trush cans,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
647,Env_0457,G41,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Surface of frozen food,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
648,Env_0458,G42,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Inner surface of red basket,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
649,Env_0459,G43,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Scale,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
650,Env_0460,G44,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Surface of calculator,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
651,Env_0461,G45,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Ground,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
652,Env_0462,G46,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Wall,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
653,Env_0463,G47,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Water in Bucket,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
654,Env_0464,G48,01/01/2020,West,8,26-28,,West|8|26-28,West|8|26-28,Environmental swab,Scissors,Negative,30.619693,114.256478,30.619693,114.256478,30.619693,114.256478
423,Env_0241,E27,01/01/2020,West,8,27,,West|8|27,West|8|27,Environmental swab,Domestic water,Negative,30.619638,114.256477,30.619638,114.256477,30.619638,114.256477
655,Env_0465,G49,01/01/2020,West,8,27,,West|8|27,West|8|27,Environmental swab,Inner surface of blue basket,Negative,30.619638,114.256477,30.619638,114.256477,30.619638,114.256477
657,Env_0466,G50,01/01/2020,West,8,27,,West|8|27,West|8|27,Environmental swab,Water in basin,Negative,30.619638,114.256477,30.619638,114.256477,30.619638,114.256477
658,Env_0467,G51,01/01/2020,West,8,27,,West|8|27,West|8|27,Environmental swab,Ground,Negative,30.619638,114.256477,30.619638,114.256477,30.619638,114.256477
659,Env_0468,G52,01/01/2020,West,8,27,,West|8|27,West|8|27,Environmental swab,Scale,Negative,30.619638,114.256477,30.619638,114.256477,30.619638,114.256477
660,Env_0469,G53,01/01/2020,West,8,27,,West|8|27,West|8|27,Environmental swab,Water in Bucket,Negative,30.619638,114.256477,30.619638,114.256477,30.619638,114.256477
702,Env_0507,G91,01/01/2020,West,8,27,,West|8|27,West|8|27,Environmental swab,Sewage on floor,Negative,30.619638,114.256477,30.619638,114.256477,30.619638,114.256477
694,Env_0500,G84,01/01/2020,West,8,29-31,,West|8|29-31,West|8|29-31,Environmental swab,Inner surface of blue basket,Negative,30.619625,114.256435,30.619625,114.256435,30.619625,114.256435
695,Env_0501,G85,01/01/2020,West,8,29-31,,West|8|29-31,West|8|29-31,Environmental swab,Calculator,Negative,30.619625,114.256435,30.619625,114.256435,30.619625,114.256435
696,Env_0502,G86,01/01/2020,West,8,29-31,,West|8|29-31,West|8|29-31,Environmental swab,Ground,Negative,30.619625,114.256435,30.619625,114.256435,30.619625,114.256435
697,Env_0503,G87,01/01/2020,West,8,29-31,,West|8|29-31,West|8|29-31,Environmental swab,Scissors,Negative,30.619625,114.256435,30.619625,114.256435,30.619625,114.256435
698,Env_0504,G88,01/01/2020,West,8,29-31,,West|8|29-31,West|8|29-31,Environmental swab,Scale,Negative,30.619625,114.256435,30.619625,114.256435,30.619625,114.256435
699,Env_0505,G89,01/01/2020,West,8,29-31,,West|8|29-31,West|8|29-31,Environmental swab,Iron shelf,Negative,30.619625,114.256435,30.619625,114.256435,30.619625,114.256435
701,Env_0506,G90,01/01/2020,West,8,29-31,,West|8|29-31,West|8|29-31,Environmental swab,Knief,Negative,30.619625,114.256435,30.619625,114.256435,30.619625,114.256435
411,Env_0230,E16,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Wall,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
412,Env_0231,E17,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Ground,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
413,Env_0232,E18,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Domestic water,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
414,Env_0233,E19,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Table top,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
416,Env_0234,E20,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Foam box,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
417,Env_0235,E21,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Sewage on floor,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
418,Env_0236,E22,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Scissors,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
419,Env_0237,E23,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Surface of food,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
420,Env_0238,E24,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Surface of basin,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
421,Env_0239,E25,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Surface of food,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
422,Env_0240,E26,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Surface of light,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
424,Env_0242,E28,01/01/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Outside of trash cans,Negative,30.619683,114.256436,30.619683,114.256436,30.619683,114.256436
687,Env_0494,G78,01/01/2020,West,8,32-34,,West|8|32-34,West|8|32-34,Environmental swab,Inner surface of white basket,Negative,30.619672,114.256392,30.619672,114.256392,30.619672,114.256392
688,Env_0495,G79,01/01/2020,West,8,32-34,,West|8|32-34,West|8|32-34,Environmental swab,Ground,Negative,30.619672,114.256392,30.619672,114.256392,30.619672,114.256392
690,Env_0496,G80,01/01/2020,West,8,32-34,,West|8|32-34,West|8|32-34,Environmental swab,Inner surface of trush cans,Negative,30.619672,114.256392,30.619672,114.256392,30.619672,114.256392
691,Env_0497,G81,01/01/2020,West,8,32-34,,West|8|32-34,West|8|32-34,Environmental swab,Surface of calculator,Negative,30.619672,114.256392,30.619672,114.256392,30.619672,114.256392
692,Env_0498,G82,01/01/2020,West,8,32-34,,West|8|32-34,West|8|32-34,Environmental swab,Inner surface of yellow basket,Negative,30.619672,114.256392,30.619672,114.256392,30.619672,114.256392
693,Env_0499,G83,01/01/2020,West,8,32-34,,West|8|32-34,West|8|32-34,Environmental swab,Iron shelf,Negative,30.619672,114.256392,30.619672,114.256392,30.619672,114.256392
669,Env_0477,G61,01/01/2020,West,8,33,,West|8|33,West|8|33,Environmental swab,Inner surface of white basket,Negative,30.619617,114.256394,30.619617,114.256394,30.619617,114.256394
670,Env_0478,G62,01/01/2020,West,8,33,,West|8|33,West|8|33,Environmental swab,Cart,Negative,30.619617,114.256394,30.619617,114.256394,30.619617,114.256394
671,Env_0479,G63,01/01/2020,West,8,33,,West|8|33,West|8|33,Environmental swab,Inner surface of refrigerator,Negative,30.619617,114.256394,30.619617,114.256394,30.619617,114.256394
672,Env_0480,G64,01/01/2020,West,8,33,,West|8|33,West|8|33,Environmental swab,Chopping board,Negative,30.619617,114.256394,30.619617,114.256394,30.619617,114.256394
673,Env_0481,G65,01/01/2020,West,8,33,,West|8|33,West|8|33,Environmental swab,Water in Bucket,Negative,30.619617,114.256394,30.619617,114.256394,30.619617,114.256394
674,Env_0482,G66,01/01/2020,West,8,33,,West|8|33,West|8|33,Environmental swab,Drainage outlet,Negative,30.619617,114.256394,30.619617,114.256394,30.619617,114.256394
675,Env_0483,G67,01/01/2020,West,8,35,,West|8|35,West|8|35,Environmental swab,Inner surface of red basket,Negative,30.619611,114.256365,30.619611,114.256365,30.619611,114.256365
676,Env_0484,G68,01/01/2020,West,8,35,,West|8|35,West|8|35,Environmental swab,Ground,Negative,30.619611,114.256365,30.619611,114.256365,30.619611,114.256365
677,Env_0485,G69,01/01/2020,West,8,35,,West|8|35,West|8|35,Environmental swab,Drainage outlet,Negative,30.619611,114.256365,30.619611,114.256365,30.619611,114.256365
679,Env_0486,G70,01/01/2020,West,8,35,,West|8|35,West|8|35,Environmental swab,Scale,Negative,30.619611,114.256365,30.619611,114.256365,30.619611,114.256365
680,Env_0487,G71,01/01/2020,West,8,35,,West|8|35,West|8|35,Environmental swab,Outside surface of freezer,Negative,30.619611,114.256365,30.619611,114.256365,30.619611,114.256365
681,Env_0488,G72,01/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Ground,Negative,30.619658,114.256335,30.619658,114.256335,30.619658,114.256335
682,Env_0489,G73,01/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Cart,Negative,30.619658,114.256335,30.619658,114.256335,30.619658,114.256335
683,Env_0490,G74,01/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Scale,Negative,30.619658,114.256335,30.619658,114.256335,30.619658,114.256335
684,Env_0491,G75,01/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Drainage outlet,Negative,30.619658,114.256335,30.619658,114.256335,30.619658,114.256335
685,Env_0492,G76,01/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Water in white box,Negative,30.619658,114.256335,30.619658,114.256335,30.619658,114.256335
686,Env_0493,G77,01/01/2020,West,8,36-38,,West|8|36-38,West|8|36-38,Environmental swab,Feather removal machine,Negative,30.619658,114.256335,30.619658,114.256335,30.619658,114.256335
661,Env_0470,G54,01/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Chopping block,Negative,30.619605,114.256336,30.619605,114.256336,30.619605,114.256336
662,Env_0471,G55,01/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Inner surface of white box,Negative,30.619605,114.256336,30.619605,114.256336,30.619605,114.256336
663,Env_0472,G56,01/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Scale,Negative,30.619605,114.256336,30.619605,114.256336,30.619605,114.256336
664,Env_0473,G57,01/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Ground,Negative,30.619605,114.256336,30.619605,114.256336,30.619605,114.256336
665,Env_0474,G58,01/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Scissors,Negative,30.619605,114.256336,30.619605,114.256336,30.619605,114.256336
666,Env_0475,G59,01/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Outside surface of freezer,Negative,30.619605,114.256336,30.619605,114.256336,30.619605,114.256336
668,Env_0476,G60,01/01/2020,West,8,37,,West|8|37,West|8|37,Environmental swab,Ground,Negative,30.619605,114.256336,30.619605,114.256336,30.619605,114.256336
308,Env_0175,C37,01/01/2020,West,Back Street,17,,West|Back Street|17,West|Back Street|17,Environmental swab,Motorcycle,Negative,30.62027,114.256262,30.62027,114.256262,30.62027,114.256262
306,Env_0173,C35,01/01/2020,West,Back Street,3,,West|Back Street|3,West|Back Street|3,Environmental swab,Motorcycle,Negative,30.620385,114.256739,30.620385,114.256739,30.620385,114.256739
307,Env_0174,C36,01/01/2020,West,Back Street,3,,West|Back Street|3,West|Back Street|3,Environmental swab,Motorcycle,Negative,30.620385,114.256739,30.620385,114.256739,30.620385,114.256739
309,Env_0176,C38,01/01/2020,West,,,,West|NA|NA,West|NA|NA,Environmental swab,Surface of cart,Negative,,,,,,
310,Env_0177,C39,01/01/2020,West,,,,West|NA|NA,West|NA|NA,Environmental swab,Surface of cart,Negative,,,,,,
313,Env_0178,C40,01/01/2020,West,,,,West|NA|NA,West|NA|NA,Environmental swab,Surface of cart,Negative,,,,,,
314,Env_0179,C41,01/01/2020,West,,,,West|NA|NA,West|NA|NA,Environmental swab,Surface of cart,Negative,,,,,,
315,Env_0180,C42,01/01/2020,West,,,,West|NA|NA,West|NA|NA,Environmental swab,Surface of cart,Negative,,,,,,
316,Env_0181,C43,01/01/2020,West,,,,West|NA|NA,West|NA|NA,Environmental swab,Surface of cart,Negative,,,,,,
330,Env_0891,CCDC-742,02/03/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Surface of the door,Negative,,,,,,
331,Env_0892,CCDC-743,02/03/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
332,Env_0893,CCDC-744,02/03/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Ground,Negative,,,,,,
333,Env_0894,CCDC-745,02/03/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
334,Env_0895,CCDC-746,02/03/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
335,Env_0896,CCDC-747,02/03/2020,West,6,29,,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,,,,,,
336,Env_0897,CCDC-748,02/03/2020,West,6,36,,West|6|36,West|6|36,Environmental swab,Surface of the door,Negative,,,,,,
337,Env_0898,CCDC-749,02/03/2020,West,6,38,,West|6|38,West|6|38,Environmental swab,Surface of the door,Negative,,,,,,
362,Env_0923,CCDC-774,02/03/2020,West,6,9,,West|6|9,West|6|9,Environmental swab,Surface of the door,Negative,,,,,,
361,Env_0922,CCDC-773,02/03/2020,West,7,16,,West|7|16,West|7|16-18,Environmental swab,Surface of the door,Negative,,,,,,
342,Env_0903,CCDC-754,02/03/2020,West,7,26,,West|7|26,West|7|26-28,Environmental swab,Surface of the door,Negative,,,,,,
343,Env_0904,CCDC-755,02/03/2020,West,7,28,,West|7|28,West|7|26-28,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
340,Env_0901,CCDC-752,02/03/2020,West,7,32,,West|7|32,West|7|30-32,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
341,Env_0902,CCDC-753,02/03/2020,West,7,32,,West|7|32,West|7|30-32,Environmental swab,Surface of the door,Negative,,,,,,
339,Env_0900,CCDC-751,02/03/2020,West,7,34,,West|7|34,West|7|34,Environmental swab,Inner surface of refrigerator,Negative,,,,,,
338,Env_0899,CCDC-750,02/03/2020,West,7,38,,West|7|38,West|7|38,Environmental swab,Surface of the door,Negative,,,,,,
344,Env_0905,CCDC-756,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Surface of the door,Negative,,,,,,
345,Env_0906,CCDC-757,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Bucket,Negative,,,,,,
346,Env_0907,CCDC-758,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Negative,,,,,,
347,Env_0908,CCDC-759,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Container,Negative,,,,,,
348,Env_0909,CCDC-760,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Ground,Negative,,,,,,
349,Env_0910,CCDC-761,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,,,,,,
350,Env_0911,CCDC-762,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,,,,,,
351,Env_0912,CCDC-763,02/03/2020,West,8,25,,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,,,,,,
353,Env_0914,CCDC-765,02/03/2020,West,8,29,,West|8|29,West|8|29-31,Environmental swab,Surface of the door,Negative,,,,,,
352,Env_0913,CCDC-764,02/03/2020,West,8,30,,West|8|30,West|8|30,Environmental swab,Surface of the door,Negative,,,,,,
355,Env_0916,CCDC-767,02/03/2020,West,8,33,,West|8|33,West|8|33,Environmental swab,Surface of the door,Negative,,,,,,
